Unnamed: 0,Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address,sale,month_name,City,Hour,grouped
15815,263370,Google Phone,1,600.0,2019-10-17 00:24:00,"422 Ridge St, Seattle, WA 98101",600.0,October, Seattle,0,"Google Phone,USB-C Charging Cable"
15833,263387,Google Phone,1,600.0,2019-10-30 22:18:00,"97 Cedar St, Boston, MA 02215",600.0,October, Boston,22,"Google Phone,USB-C Charging Cable,Wired Headphones"
15850,263402,iPhone,1,700.0,2019-10-05 13:49:00,"829 13th St, Dallas, TX 75001",700.0,October, Dallas,13,"iPhone,Wired Headphones"
15860,263411,iPhone,1,700.0,2019-10-29 00:35:00,"647 11th St, New York City, NY 10001",700.0,October, New York City,0,"iPhone,Wired Headphones"
15865,263415,iPhone,1,700.0,2019-10-12 12:39:00,"521 Hickory St, Dallas, TX 75001",700.0,October, Dallas,12,"iPhone,Wired Headphones"
15872,263421,Google Phone,1,600.0,2019-10-01 09:06:00,"765 Jackson St, San Francisco, CA 94016",600.0,October, San Francisco,9,"Google Phone,USB-C Charging Cable"
15876,263424,Bose SoundSport Headphones,1,99.99,2019-10-22 10:05:00,"827 Maple St, Austin, TX 73301",99.99,October, Austin,10,"Bose SoundSport Headphones,Lightning Charging Cable"
15883,263430,iPhone,1,700.0,2019-10-17 19:48:00,"686 14th St, San Francisco, CA 94016",700.0,October, San Francisco,19,"iPhone,Lightning Charging Cable"
15912,263458,Lightning Charging Cable,1,14.95,2019-10-18 11:13:00,"192 10th St, San Francisco, CA 94016",14.95,October, San Francisco,11,"Lightning Charging Cable,AAA Batteries (4-pack)"
15934,263479,USB-C Charging Cable,1,11.95,2019-10-10 09:53:00,"805 Lake St, San Francisco, CA 94016",11.95,October, San Francisco,9,"USB-C Charging Cable,27in FHD Monitor"
15936,263480,Google Phone,1,600.0,2019-10-23 10:08:00,"735 13th St, Seattle, WA 98101",600.0,October, Seattle,10,"Google Phone,Wired Headphones"
15991,263534,AA Batteries (4-pack),1,3.84,2019-10-23 09:38:00,"429 4th St, Seattle, WA 98101",3.84,October, Seattle,9,"AA Batteries (4-pack),34in Ultrawide Monitor"
16019,263561,USB-C Charging Cable,1,11.95,2019-10-24 14:16:00,"630 Hill St, New York City, NY 10001",11.95,October, New York City,14,"USB-C Charging Cable,Wired Headphones"
16059,263600,iPhone,1,700.0,2019-10-06 01:36:00,"561 Meadow St, Seattle, WA 98101",700.0,October, Seattle,1,"iPhone,Lightning Charging Cable,Apple Airpods Headphones"
16067,263606,iPhone,1,700.0,2019-10-07 16:35:00,"251 South St, San Francisco, CA 94016",700.0,October, San Francisco,16,"iPhone,Lightning Charging Cable"
16077,263615,Wired Headphones,1,11.99,2019-10-14 12:23:00,"916 12th St, Seattle, WA 98101",11.99,October, Seattle,12,"Wired Headphones,27in 4K Gaming Monitor"
16139,263676,AAA Batteries (4-pack),1,2.99,2019-10-24 18:17:00,"553 Cherry St, Boston, MA 02215",2.99,October, Boston,18,"AAA Batteries (4-pack),Wired Headphones"
16153,263689,AA Batteries (4-pack),1,3.84,2019-10-05 15:52:00,"599 Walnut St, Los Angeles, CA 90001",3.84,October, Los Angeles,15,"AA Batteries (4-pack),Bose SoundSport Headphones"
16156,263691,iPhone,1,700.0,2019-10-18 12:04:00,"320 Willow St, Atlanta, GA 30301",700.0,October, Atlanta,12,"iPhone,Apple Airpods Headphones"
16178,263712,iPhone,1,700.0,2019-10-06 15:05:00,"610 5th St, New York City, NY 10001",700.0,October, New York City,15,"iPhone,Wired Headphones"
16186,263719,Google Phone,1,600.0,2019-10-28 11:44:00,"404 7th St, San Francisco, CA 94016",600.0,October, San Francisco,11,"Google Phone,Bose SoundSport Headphones,Wired Headphones"
16193,263724,Vareebadd Phone,1,400.0,2019-10-19 21:42:00,"625 Madison St, San Francisco, CA 94016",400.0,October, San Francisco,21,"Vareebadd Phone,Wired Headphones"
16270,263800,Vareebadd Phone,1,400.0,2019-10-11 01:44:00,"433 North St, New York City, NY 10001",400.0,October, New York City,1,"Vareebadd Phone,Wired Headphones"
16365,263894,iPhone,1,700.0,2019-10-18 14:12:00,"415 9th St, Austin, TX 73301",700.0,October, Austin,14,"iPhone,Lightning Charging Cable"
16376,263904,AAA Batteries (4-pack),1,2.99,2019-10-25 13:46:00,"450 Park St, New York City, NY 10001",2.99,October, New York City,13,"AAA Batteries (4-pack),Wired Headphones"
16391,263918,Vareebadd Phone,1,400.0,2019-10-31 10:17:00,"680 West St, San Francisco, CA 94016",400.0,October, San Francisco,10,"Vareebadd Phone,USB-C Charging Cable,Bose SoundSport Headphones,Wired Headphones"
16447,263971,AAA Batteries (4-pack),2,2.99,2019-10-28 23:03:00,"635 Madison St, Dallas, TX 75001",5.98,October, Dallas,23,"AAA Batteries (4-pack),Google Phone"
16478,264001,Wired Headphones,1,11.99,2019-10-19 15:48:00,"826 Lake St, Dallas, TX 75001",11.99,October, Dallas,15,"Wired Headphones,USB-C Charging Cable"
16531,264053,USB-C Charging Cable,1,11.95,2019-10-14 22:43:00,"945 Jackson St, Portland, OR 97035",11.95,October, Portland,22,"USB-C Charging Cable,iPhone"
16533,264054,Vareebadd Phone,1,400.0,2019-10-19 03:38:00,"520 10th St, San Francisco, CA 94016",400.0,October, San Francisco,3,"Vareebadd Phone,Bose SoundSport Headphones"
16541,264061,USB-C Charging Cable,1,11.95,2019-10-14 12:52:00,"38 7th St, Boston, MA 02215",11.95,October, Boston,12,"USB-C Charging Cable,Lightning Charging Cable"
16553,264072,Google Phone,1,600.0,2019-10-15 19:23:00,"176 Lincoln St, Boston, MA 02215",600.0,October, Boston,19,"Google Phone,Wired Headphones"
16572,264090,Vareebadd Phone,1,400.0,2019-10-02 21:16:00,"971 Washington St, Seattle, WA 98101",400.0,October, Seattle,21,"Vareebadd Phone,USB-C Charging Cable"
16597,264114,Vareebadd Phone,1,400.0,2019-10-04 13:35:00,"595 Dogwood St, New York City, NY 10001",400.0,October, New York City,13,"Vareebadd Phone,Bose SoundSport Headphones"
16648,264164,Wired Headphones,1,11.99,2019-10-02 10:57:00,"282 Wilson St, Los Angeles, CA 90001",11.99,October, Los Angeles,10,"Wired Headphones,Lightning Charging Cable"
16650,264165,27in FHD Monitor,1,149.99,2019-10-26 08:14:00,"326 7th St, Austin, TX 73301",149.99,October, Austin,8,"27in FHD Monitor,20in Monitor"
16657,264171,Vareebadd Phone,1,400.0,2019-10-15 22:11:00,"815 North St, Dallas, TX 75001",400.0,October, Dallas,22,"Vareebadd Phone,USB-C Charging Cable"
16687,264200,iPhone,1,700.0,2019-10-31 19:08:00,"314 Chestnut St, Dallas, TX 75001",700.0,October, Dallas,19,"iPhone,Lightning Charging Cable"
16694,264206,Lightning Charging Cable,1,14.95,2019-10-02 15:03:00,"416 Cedar St, Portland, OR 97035",14.95,October, Portland,15,"Lightning Charging Cable,27in FHD Monitor"
16720,264231,iPhone,1,700.0,2019-10-25 22:57:00,"835 Washington St, San Francisco, CA 94016",700.0,October, San Francisco,22,"iPhone,Apple Airpods Headphones"
16744,264254,iPhone,1,700.0,2019-10-20 14:28:00,"774 Jefferson St, Atlanta, GA 30301",700.0,October, Atlanta,14,"iPhone,Flatscreen TV"
16766,264275,20in Monitor,1,109.99,2019-10-11 12:21:00,"537 11th St, San Francisco, CA 94016",109.99,October, San Francisco,12,"20in Monitor,Bose SoundSport Headphones"
16793,264301,AA Batteries (4-pack),1,3.84,2019-10-09 13:51:00,"962 Lakeview St, New York City, NY 10001",3.84,October, New York City,13,"AA Batteries (4-pack),Google Phone"
16805,264312,Wired Headphones,1,11.99,2019-10-20 20:51:00,"344 5th St, Boston, MA 02215",11.99,October, Boston,20,"Wired Headphones,Macbook Pro Laptop"
16845,264351,27in FHD Monitor,1,149.99,2019-10-31 22:08:00,"689 6th St, Austin, TX 73301",149.99,October, Austin,22,"27in FHD Monitor,27in FHD Monitor"
16940,264445,27in 4K Gaming Monitor,1,389.99,2019-10-14 12:20:00,"654 Walnut St, Dallas, TX 75001",389.99,October, Dallas,12,"27in 4K Gaming Monitor,AAA Batteries (4-pack)"
16949,264453,USB-C Charging Cable,1,11.95,2019-10-17 14:24:00,"9 Walnut St, New York City, NY 10001",11.95,October, New York City,14,"USB-C Charging Cable,iPhone"
16954,264457,Google Phone,1,600.0,2019-10-26 17:22:00,"853 6th St, Austin, TX 73301",600.0,October, Austin,17,"Google Phone,Bose SoundSport Headphones"
16992,264494,AAA Batteries (4-pack),1,2.99,2019-10-17 04:14:00,"963 14th St, San Francisco, CA 94016",2.99,October, San Francisco,4,"AAA Batteries (4-pack),27in FHD Monitor"
17013,264514,Vareebadd Phone,1,400.0,2019-10-31 14:34:00,"901 11th St, Portland, OR 97035",400.0,October, Portland,14,"Vareebadd Phone,Bose SoundSport Headphones"
17016,264516,AAA Batteries (4-pack),3,2.99,2019-10-05 09:43:00,"459 Spruce St, San Francisco, CA 94016",8.97,October, San Francisco,9,"AAA Batteries (4-pack),ThinkPad Laptop"
17026,264525,Google Phone,1,600.0,2019-10-17 12:18:00,"329 2nd St, Boston, MA 02215",600.0,October, Boston,12,"Google Phone,Wired Headphones"
17036,264534,AAA Batteries (4-pack),2,2.99,2019-10-24 10:43:00,"381 12th St, Boston, MA 02215",5.98,October, Boston,10,"AAA Batteries (4-pack),AAA Batteries (4-pack)"
17043,264540,Google Phone,1,600.0,2019-10-28 16:50:00,"329 Lincoln St, Seattle, WA 98101",600.0,October, Seattle,16,"Google Phone,USB-C Charging Cable"
17045,264541,Google Phone,1,600.0,2019-10-16 23:33:00,"971 4th St, Dallas, TX 75001",600.0,October, Dallas,23,"Google Phone,USB-C Charging Cable"
17073,264568,Macbook Pro Laptop,1,1700.0,2019-10-26 13:27:00,"246 Willow St, Portland, OR 97035",1700.0,October, Portland,13,"Macbook Pro Laptop,USB-C Charging Cable"
17113,264607,AAA Batteries (4-pack),3,2.99,2019-10-29 07:15:00,"173 10th St, New York City, NY 10001",8.97,October, New York City,7,"AAA Batteries (4-pack),Apple Airpods Headphones"
17128,264621,Vareebadd Phone,1,400.0,2019-10-17 01:07:00,"879 Spruce St, New York City, NY 10001",400.0,October, New York City,1,"Vareebadd Phone,USB-C Charging Cable"
17199,264691,Google Phone,1,600.0,2019-10-31 14:27:00,"927 Hill St, Atlanta, GA 30301",600.0,October, Atlanta,14,"Google Phone,USB-C Charging Cable"
17221,264712,USB-C Charging Cable,2,11.95,2019-10-16 15:11:00,"1 14th St, Portland, OR 97035",23.9,October, Portland,15,"USB-C Charging Cable,Macbook Pro Laptop"
17242,264732,Wired Headphones,1,11.99,2019-10-19 17:13:00,"868 Forest St, Austin, TX 73301",11.99,October, Austin,17,"Wired Headphones,USB-C Charging Cable"
17256,264745,Google Phone,1,600.0,2019-10-21 10:56:00,"682 9th St, Dallas, TX 75001",600.0,October, Dallas,10,"Google Phone,Lightning Charging Cable"
17273,264761,Lightning Charging Cable,1,14.95,2019-10-24 10:50:00,"332 7th St, Austin, TX 73301",14.95,October, Austin,10,"Lightning Charging Cable,AA Batteries (4-pack)"
17281,264768,Macbook Pro Laptop,1,1700.0,2019-10-06 16:44:00,"276 Lincoln St, Dallas, TX 75001",1700.0,October, Dallas,16,"Macbook Pro Laptop,LG Washing Machine"
17284,264770,iPhone,1,700.0,2019-10-26 20:48:00,"632 Lake St, San Francisco, CA 94016",700.0,October, San Francisco,20,"iPhone,Wired Headphones"
17318,264803,Google Phone,1,600.0,2019-10-23 22:51:00,"556 Jackson St, San Francisco, CA 94016",600.0,October, San Francisco,22,"Google Phone,USB-C Charging Cable"
17328,264812,USB-C Charging Cable,1,11.95,2019-10-29 22:12:00,"247 5th St, Boston, MA 02215",11.95,October, Boston,22,"USB-C Charging Cable,Wired Headphones"
17369,264852,Google Phone,1,600.0,2019-10-16 07:39:00,"499 4th St, San Francisco, CA 94016",600.0,October, San Francisco,7,"Google Phone,USB-C Charging Cable,Wired Headphones"
17444,264925,iPhone,1,700.0,2019-10-02 01:01:00,"75 9th St, Portland, OR 97035",700.0,October, Portland,1,"iPhone,Apple Airpods Headphones"
17556,265036,iPhone,1,700.0,2019-10-21 18:41:00,"453 Lakeview St, Portland, OR 97035",700.0,October, Portland,18,"iPhone,Lightning Charging Cable"
17563,265042,Google Phone,1,600.0,2019-10-31 10:52:00,"563 Maple St, Dallas, TX 75001",600.0,October, Dallas,10,"Google Phone,Bose SoundSport Headphones"
17615,265093,iPhone,1,700.0,2019-10-01 21:36:00,"95 Lake St, New York City, NY 10001",700.0,October, New York City,21,"iPhone,Lightning Charging Cable"
17638,265115,iPhone,1,700.0,2019-10-11 21:48:00,"817 14th St, Dallas, TX 75001",700.0,October, Dallas,21,"iPhone,Lightning Charging Cable"
17659,265135,USB-C Charging Cable,1,11.95,2019-10-04 18:41:00,"346 14th St, San Francisco, CA 94016",11.95,October, San Francisco,18,"USB-C Charging Cable,ThinkPad Laptop"
17718,265193,Google Phone,1,600.0,2019-10-08 20:26:00,"463 12th St, Atlanta, GA 30301",600.0,October, Atlanta,20,"Google Phone,USB-C Charging Cable"
17750,265224,Lightning Charging Cable,1,14.95,2019-10-01 10:34:00,"304 Highland St, Los Angeles, CA 90001",14.95,October, Los Angeles,10,"Lightning Charging Cable,Lightning Charging Cable"
17793,265266,iPhone,1,700.0,2019-10-29 19:27:00,"716 Main St, San Francisco, CA 94016",700.0,October, San Francisco,19,"iPhone,Lightning Charging Cable"
17815,265287,iPhone,1,700.0,2019-10-23 12:42:00,"535 12th St, Portland, OR 97035",700.0,October, Portland,12,"iPhone,Apple Airpods Headphones"
17824,265295,iPhone,1,700.0,2019-10-01 09:23:00,"258 Center St, San Francisco, CA 94016",700.0,October, San Francisco,9,"iPhone,Wired Headphones"
17873,265343,iPhone,1,700.0,2019-10-21 14:25:00,"454 Ridge St, Los Angeles, CA 90001",700.0,October, Los Angeles,14,"iPhone,Apple Airpods Headphones"
17896,265365,Lightning Charging Cable,1,14.95,2019-10-22 20:30:00,"256 Wilson St, Boston, MA 02215",14.95,October, Boston,20,"Lightning Charging Cable,Wired Headphones"
17914,265382,Bose SoundSport Headphones,1,99.99,2019-10-03 00:44:00,"752 Adams St, New York City, NY 10001",99.99,October, New York City,0,"Bose SoundSport Headphones,AAA Batteries (4-pack)"
17960,265427,Bose SoundSport Headphones,1,99.99,2019-10-19 12:35:00,"853 Center St, San Francisco, CA 94016",99.99,October, San Francisco,12,"Bose SoundSport Headphones,Lightning Charging Cable"
18006,265472,iPhone,1,700.0,2019-10-16 20:16:00,"195 Spruce St, Seattle, WA 98101",700.0,October, Seattle,20,"iPhone,Wired Headphones"
18015,265480,Lightning Charging Cable,1,14.95,2019-10-23 15:41:00,"341 Lakeview St, San Francisco, CA 94016",14.95,October, San Francisco,15,"Lightning Charging Cable,Lightning Charging Cable"
18099,265563,Vareebadd Phone,1,400.0,2019-10-19 14:20:00,"419 6th St, San Francisco, CA 94016",400.0,October, San Francisco,14,"Vareebadd Phone,Wired Headphones"
18143,265606,Google Phone,1,600.0,2019-10-31 16:17:00,"852 Center St, Los Angeles, CA 90001",600.0,October, Los Angeles,16,"Google Phone,Bose SoundSport Headphones"
18145,265607,iPhone,1,700.0,2019-10-27 16:11:00,"83 Cedar St, Boston, MA 02215",700.0,October, Boston,16,"iPhone,Wired Headphones"
18177,265638,iPhone,1,700.0,2019-10-24 11:22:00,"178 13th St, Boston, MA 02215",700.0,October, Boston,11,"iPhone,Lightning Charging Cable"
18210,265670,Google Phone,1,600.0,2019-10-12 20:30:00,"137 Maple St, San Francisco, CA 94016",600.0,October, San Francisco,20,"Google Phone,Wired Headphones"
18215,265674,Lightning Charging Cable,1,14.95,2019-10-24 14:35:00,"645 Church St, Los Angeles, CA 90001",14.95,October, Los Angeles,14,"Lightning Charging Cable,Bose SoundSport Headphones"
18221,265679,Lightning Charging Cable,1,14.95,2019-10-03 07:57:00,"910 9th St, Atlanta, GA 30301",14.95,October, Atlanta,7,"Lightning Charging Cable,Wired Headphones"
18279,265736,Bose SoundSport Headphones,1,99.99,2019-10-06 04:17:00,"12 Adams St, Dallas, TX 75001",99.99,October, Dallas,4,"Bose SoundSport Headphones,Wired Headphones"
18284,265740,iPhone,1,700.0,2019-10-01 10:16:00,"224 Walnut St, Los Angeles, CA 90001",700.0,October, Los Angeles,10,"iPhone,Apple Airpods Headphones"
18310,265765,USB-C Charging Cable,1,11.95,2019-10-24 15:32:00,"660 Center St, Boston, MA 02215",11.95,October, Boston,15,"USB-C Charging Cable,USB-C Charging Cable"
18318,265772,AAA Batteries (4-pack),1,2.99,2019-10-18 11:17:00,"518 1st St, Los Angeles, CA 90001",2.99,October, Los Angeles,11,"AAA Batteries (4-pack),AAA Batteries (4-pack)"
18372,265825,Google Phone,1,600.0,2019-10-16 11:53:00,"477 Jackson St, Portland, OR 97035",600.0,October, Portland,11,"Google Phone,Wired Headphones"
18381,265833,iPhone,1,700.0,2019-10-20 07:02:00,"581 2nd St, San Francisco, CA 94016",700.0,October, San Francisco,7,"iPhone,Lightning Charging Cable"
18412,265863,iPhone,1,700.0,2019-10-02 16:27:00,"609 7th St, Austin, TX 73301",700.0,October, Austin,16,"iPhone,AA Batteries (4-pack)"
18447,265897,Wired Headphones,1,11.99,2019-10-15 14:26:00,"736 Lakeview St, Boston, MA 02215",11.99,October, Boston,14,"Wired Headphones,AAA Batteries (4-pack)"
18452,265901,AA Batteries (4-pack),1,3.84,2019-10-05 21:11:00,"727 Sunset St, New York City, NY 10001",3.84,October, New York City,21,"AA Batteries (4-pack),Apple Airpods Headphones"
18464,265912,Google Phone,1,600.0,2019-10-06 16:36:00,"293 Jackson St, Los Angeles, CA 90001",600.0,October, Los Angeles,16,"Google Phone,Bose SoundSport Headphones"
18566,266013,iPhone,1,700.0,2019-10-11 21:13:00,"157 Highland St, Boston, MA 02215",700.0,October, Boston,21,"iPhone,Lightning Charging Cable"
18608,266054,Bose SoundSport Headphones,1,99.99,2019-10-29 06:45:00,"62 North St, New York City, NY 10001",99.99,October, New York City,6,"Bose SoundSport Headphones,AAA Batteries (4-pack)"
18610,266055,iPhone,1,700.0,2019-10-14 16:10:00,"594 Cherry St, San Francisco, CA 94016",700.0,October, San Francisco,16,"iPhone,Wired Headphones"
18614,266058,Wired Headphones,1,11.99,2019-10-10 22:36:00,"434 Park St, Austin, TX 73301",11.99,October, Austin,22,"Wired Headphones,USB-C Charging Cable"
18628,266071,Google Phone,1,600.0,2019-10-13 21:24:00,"664 Maple St, Los Angeles, CA 90001",600.0,October, Los Angeles,21,"Google Phone,Lightning Charging Cable"
18674,266116,USB-C Charging Cable,1,11.95,2019-10-02 08:56:00,"887 Sunset St, San Francisco, CA 94016",11.95,October, San Francisco,8,"USB-C Charging Cable,AA Batteries (4-pack)"
18715,266156,Google Phone,1,600.0,2019-10-23 10:40:00,"341 River St, Los Angeles, CA 90001",600.0,October, Los Angeles,10,"Google Phone,Wired Headphones"
18807,266247,20in Monitor,1,109.99,2019-10-15 16:24:00,"938 Madison St, New York City, NY 10001",109.99,October, New York City,16,"20in Monitor,AA Batteries (4-pack)"
18841,266280,USB-C Charging Cable,1,11.95,2019-10-02 11:11:00,"53 Dogwood St, Portland, OR 97035",11.95,October, Portland,11,"USB-C Charging Cable,USB-C Charging Cable"
18848,266286,AAA Batteries (4-pack),2,2.99,2019-10-30 07:26:00,"564 Maple St, New York City, NY 10001",5.98,October, New York City,7,"AAA Batteries (4-pack),AAA Batteries (4-pack)"
18894,266331,Wired Headphones,1,11.99,2019-10-26 21:59:00,"483 10th St, Seattle, WA 98101",11.99,October, Seattle,21,"Wired Headphones,20in Monitor"
18911,266347,Google Phone,1,600.0,2019-10-14 04:18:00,"302 8th St, Atlanta, GA 30301",600.0,October, Atlanta,4,"Google Phone,Wired Headphones"
18996,266431,Bose SoundSport Headphones,1,99.99,2019-10-22 08:44:00,"708 Main St, Los Angeles, CA 90001",99.99,October, Los Angeles,8,"Bose SoundSport Headphones,Lightning Charging Cable"
19064,266498,34in Ultrawide Monitor,1,379.99,2019-10-30 07:04:00,"185 Lake St, Los Angeles, CA 90001",379.99,October, Los Angeles,7,"34in Ultrawide Monitor,Apple Airpods Headphones"
19071,266504,ThinkPad Laptop,1,999.99,2019-10-29 15:46:00,"807 Lincoln St, Portland, ME 04101",999.99,October, Portland,15,"ThinkPad Laptop,AA Batteries (4-pack)"
19074,266506,iPhone,1,700.0,2019-10-20 09:15:00,"899 Wilson St, Boston, MA 02215",700.0,October, Boston,9,"iPhone,Lightning Charging Cable,Wired Headphones"
19160,266590,iPhone,1,700.0,2019-10-31 10:05:00,"583 Spruce St, Los Angeles, CA 90001",700.0,October, Los Angeles,10,"iPhone,Wired Headphones"
19204,266633,Flatscreen TV,1,300.0,2019-10-20 05:48:00,"725 Main St, San Francisco, CA 94016",300.0,October, San Francisco,5,"Flatscreen TV,AAA Batteries (4-pack)"
19209,266637,Macbook Pro Laptop,1,1700.0,2019-10-17 21:48:00,"316 Elm St, New York City, NY 10001",1700.0,October, New York City,21,"Macbook Pro Laptop,Google Phone"
19221,266648,Wired Headphones,1,11.99,2019-10-31 12:39:00,"198 West St, Atlanta, GA 30301",11.99,October, Atlanta,12,"Wired Headphones,Wired Headphones"
19315,266741,Google Phone,1,600.0,2019-10-22 10:19:00,"365 Lincoln St, Dallas, TX 75001",600.0,October, Dallas,10,"Google Phone,20in Monitor"
19340,266765,Google Phone,1,600.0,2019-10-20 15:23:00,"593 Ridge St, Los Angeles, CA 90001",600.0,October, Los Angeles,15,"Google Phone,USB-C Charging Cable"
19351,266775,27in FHD Monitor,1,149.99,2019-10-26 14:12:00,"735 Park St, San Francisco, CA 94016",149.99,October, San Francisco,14,"27in FHD Monitor,Bose SoundSport Headphones"
19353,266776,iPhone,1,700.0,2019-10-30 11:04:00,"4 8th St, San Francisco, CA 94016",700.0,October, San Francisco,11,"iPhone,Wired Headphones"
19370,266792,Google Phone,1,600.0,2019-10-03 13:11:00,"463 8th St, Seattle, WA 98101",600.0,October, Seattle,13,"Google Phone,Wired Headphones"
19449,266870,iPhone,1,700.0,2019-10-03 10:16:00,"320 Madison St, Portland, ME 04101",700.0,October, Portland,10,"iPhone,Wired Headphones"
19458,266878,Bose SoundSport Headphones,1,99.99,2019-10-25 13:58:00,"838 Cherry St, Seattle, WA 98101",99.99,October, Seattle,13,"Bose SoundSport Headphones,AA Batteries (4-pack)"
19463,266882,iPhone,1,700.0,2019-10-25 09:55:00,"872 Cherry St, Atlanta, GA 30301",700.0,October, Atlanta,9,"iPhone,Wired Headphones"
19490,266908,Google Phone,1,600.0,2019-10-01 15:00:00,"66 Jackson St, Seattle, WA 98101",600.0,October, Seattle,15,"Google Phone,Bose SoundSport Headphones"
19560,266977,Vareebadd Phone,1,400.0,2019-10-22 10:14:00,"757 Chestnut St, Seattle, WA 98101",400.0,October, Seattle,10,"Vareebadd Phone,USB-C Charging Cable,Wired Headphones"
19565,266980,Wired Headphones,1,11.99,2019-10-21 23:09:00,"89 4th St, Dallas, TX 75001",11.99,October, Dallas,23,"Wired Headphones,Apple Airpods Headphones"
19583,266997,iPhone,1,700.0,2019-10-20 17:54:00,"228 1st St, Austin, TX 73301",700.0,October, Austin,17,"iPhone,Lightning Charging Cable"
19589,267002,Vareebadd Phone,1,400.0,2019-10-17 22:44:00,"907 Cedar St, San Francisco, CA 94016",400.0,October, San Francisco,22,"Vareebadd Phone,Bose SoundSport Headphones"
19601,267013,Lightning Charging Cable,1,14.95,2019-10-07 11:37:00,"823 Highland St, New York City, NY 10001",14.95,October, New York City,11,"Lightning Charging Cable,AAA Batteries (4-pack)"
19621,267032,USB-C Charging Cable,1,11.95,2019-10-14 09:01:00,"714 Madison St, Los Angeles, CA 90001",11.95,October, Los Angeles,9,"USB-C Charging Cable,Apple Airpods Headphones"
19664,267074,Google Phone,1,600.0,2019-10-05 12:21:00,"91 9th St, New York City, NY 10001",600.0,October, New York City,12,"Google Phone,Wired Headphones"
19694,267103,USB-C Charging Cable,1,11.95,2019-10-08 11:07:00,"408 Washington St, Austin, TX 73301",11.95,October, Austin,11,"USB-C Charging Cable,Lightning Charging Cable"
19707,267115,Vareebadd Phone,1,400.0,2019-10-20 10:59:00,"562 Johnson St, Seattle, WA 98101",400.0,October, Seattle,10,"Vareebadd Phone,USB-C Charging Cable,Wired Headphones"
19722,267128,iPhone,1,700.0,2019-10-23 01:56:00,"318 Ridge St, Dallas, TX 75001",700.0,October, Dallas,1,"iPhone,Wired Headphones"
19746,267151,iPhone,1,700.0,2019-10-02 10:39:00,"183 Highland St, San Francisco, CA 94016",700.0,October, San Francisco,10,"iPhone,Lightning Charging Cable"
19780,267184,AAA Batteries (4-pack),2,2.99,2019-10-27 11:00:00,"401 Sunset St, New York City, NY 10001",5.98,October, New York City,11,"AAA Batteries (4-pack),Wired Headphones"
19809,267212,Google Phone,1,600.0,2019-10-22 13:57:00,"852 North St, San Francisco, CA 94016",600.0,October, San Francisco,13,"Google Phone,Wired Headphones"
19813,267215,iPhone,1,700.0,2019-10-11 11:27:00,"836 Hill St, Los Angeles, CA 90001",700.0,October, Los Angeles,11,"iPhone,Apple Airpods Headphones"
19878,267279,Lightning Charging Cable,1,14.95,2019-10-22 21:20:00,"459 7th St, Dallas, TX 75001",14.95,October, Dallas,21,"Lightning Charging Cable,AAA Batteries (4-pack)"
19912,267312,iPhone,1,700.0,2019-10-21 21:35:00,"456 1st St, San Francisco, CA 94016",700.0,October, San Francisco,21,"iPhone,Lightning Charging Cable"
19923,267322,Bose SoundSport Headphones,1,99.99,2019-10-30 00:24:00,"17 Park St, Dallas, TX 75001",99.99,October, Dallas,0,"Bose SoundSport Headphones,Bose SoundSport Headphones"
19927,267325,Wired Headphones,2,11.99,2019-10-18 12:19:00,"815 Hickory St, Atlanta, GA 30301",23.98,October, Atlanta,12,"Wired Headphones,Lightning Charging Cable"
19953,267350,USB-C Charging Cable,1,11.95,2019-10-31 15:02:00,"783 1st St, Atlanta, GA 30301",11.95,October, Atlanta,15,"USB-C Charging Cable,AAA Batteries (4-pack)"
19959,267355,AA Batteries (4-pack),2,3.84,2019-10-13 22:41:00,"860 Lincoln St, San Francisco, CA 94016",7.68,October, San Francisco,22,"AA Batteries (4-pack),AA Batteries (4-pack)"
19970,267365,Google Phone,1,600.0,2019-10-13 02:42:00,"947 Jackson St, Portland, OR 97035",600.0,October, Portland,2,"Google Phone,USB-C Charging Cable,Wired Headphones"
19974,267367,iPhone,1,700.0,2019-10-24 10:00:00,"114 South St, Los Angeles, CA 90001",700.0,October, Los Angeles,10,"iPhone,Wired Headphones"
19976,267368,Google Phone,1,600.0,2019-10-07 10:02:00,"233 1st St, Austin, TX 73301",600.0,October, Austin,10,"Google Phone,Bose SoundSport Headphones"
19985,267376,Google Phone,1,600.0,2019-10-22 12:24:00,"246 Lake St, Portland, OR 97035",600.0,October, Portland,12,"Google Phone,USB-C Charging Cable,Bose SoundSport Headphones"
19989,267378,Lightning Charging Cable,1,14.95,2019-10-12 15:16:00,"374 14th St, San Francisco, CA 94016",14.95,October, San Francisco,15,"Lightning Charging Cable,Lightning Charging Cable"
20000,267388,27in 4K Gaming Monitor,1,389.99,2019-10-12 19:57:00,"758 2nd St, Atlanta, GA 30301",389.99,October, Atlanta,19,"27in 4K Gaming Monitor,Apple Airpods Headphones"
20004,267391,AAA Batteries (4-pack),1,2.99,2019-10-29 14:19:00,"665 Pine St, New York City, NY 10001",2.99,October, New York City,14,"AAA Batteries (4-pack),Flatscreen TV"
20042,267428,20in Monitor,1,109.99,2019-10-10 12:33:00,"5 Hickory St, Los Angeles, CA 90001",109.99,October, Los Angeles,12,"20in Monitor,Google Phone"
